entry,00001030,entrypoint
sys_matrix,800D0810,Matrix_Init
sys_matrix,800D084C,Matrix_Push
sys_matrix,800D0884,Matrix_Pop
sys_matrix,800D08D8,Matrix_Get
sys_matrix,800D08FC,Matrix_Put
sys_matrix,800D0924,Matrix_GetCurrent
sys_matrix,800D0930,Matrix_Mult
sys_matrix,800D0984,Matrix_Translate
sys_matrix,800D0A8C,Matrix_Scale
sys_matrix,800D0B70,Matrix_RotateX
sys_matrix,800D0D20,Matrix_RotateY
sys_matrix,800D0ED4,Matrix_RotateZ
sys_matrix,800D1084,Matrix_RotateRPY
sys_matrix,800D1340,Matrix_JointPosition
sys_matrix,800D1694,func_800D1694
sys_matrix,800D1840,Matrix_MtxFToMtx
sys_matrix,800D1A54,Matrix_ToMtx
sys_matrix,800D1A88,Matrix_NewMtx
sys_matrix,800D1AC0,Matrix_MtxFToNewMtx
sys_matrix,800D1AF4,Matrix_MultVec3f
sys_matrix,800D1BA8,Matrix_MtxFCopy
sys_matrix,800D1CAC,Matrix_MtxToMtxF
sys_matrix,800D1EF4,Matrix_MultVec3fExt
sys_matrix,800D1FA0,Matrix_Reverse
sys_matrix,800D1FD4,func_800D1FD4
sys_matrix,800D20CC,func_800D20CC
sys_matrix,800D2264,func_800D2264
sys_matrix,800D23FC,func_800D23FC
sys_matrix,800D285C,Matrix_CheckFloats
sys_matrix,800D2A34,func_800D2A34
sys_matrix,800D2A98,func_800D2A98
sys_matrix,800D2AE4,func_800D2AE4
sys_matrix,800D2BD0,func_800D2BD0
sys_matrix,800D2CEC,func_800D2CEC
sys_ucode,800D2DF0,SysUcode_GetUCodeBoot
sys_ucode,800D2DFC,SysUcode_GetUCodeBootSize
sys_ucode,800D2E14,SysUcode_GetUCode
sys_ucode,800D2E20,SysUcode_GetUCodeData
code_800D2E30,800D2E30,func_800D2E30
code_800D2E30,800D3140,func_800D3140
code_800D2E30,800D3178,func_800D3178
code_800D31A0,800D31A0,func_800D31A0
code_800D31A0,800D31F0,func_800D31F0
code_800D31A0,800D3210,func_800D3210
irqmgr,800D3220,IrqMgr_AddClient
irqmgr,800D3300,IrqMgr_RemoveClient
irqmgr,800D33CC,IrqMgr_SendMesgForClient
irqmgr,800D3454,IrqMgr_JamMesgForClient
irqmgr,800D34DC,IrqMgr_HandlePreNMI
irqmgr,800D3574,IrqMgr_CheckStack
irqmgr,800D35F8,IrqMgr_HandlePRENMI450
irqmgr,800D3674,IrqMgr_HandlePRENMI480
irqmgr,800D3718,IrqMgr_HandlePRENMI500
irqmgr,800D3738,IrqMgr_HandleRetrace
irqmgr,800D37F0,IrqMgr_ThreadEntry
irqmgr,800D3990,IrqMgr_Init
debug_malloc,800D3A90,DebugArena_CheckPointer
debug_malloc,800D3B10,DebugArena_Malloc
debug_malloc,800D3B60,DebugArena_MallocDebug
debug_malloc,800D3BBC,DebugArena_MallocR
debug_malloc,800D3C0C,DebugArena_MallocRDebug
debug_malloc,800D3C68,DebugArena_Realloc
debug_malloc,800D3CC0,DebugArena_ReallocDebug
debug_malloc,800D3D2C,DebugArena_Free
debug_malloc,800D3D54,DebugArena_FreeDebug
debug_malloc,800D3D8C,DebugArena_Calloc
debug_malloc,800D3DF8,DebugArena_Display
debug_malloc,800D3E28,DebugArena_GetSizes
debug_malloc,800D3E60,DebugArena_Check
debug_malloc,800D3E84,DebugArena_Init
debug_malloc,800D3EBC,DebugArena_Cleanup
debug_malloc,800D3EE8,DebugArena_IsInitalized
fault,800D3F20,Fault_SleepImpl
fault,800D3F90,Fault_ClientProcessThread
fault,800D4004,Fault_ProcessClientContext
fault,800D4188,Fault_ProcessClient
fault,800D41DC,Fault_AddClient
fault,800D42C0,Fault_RemoveClient
fault,800D43B8,Fault_AddAddrConvClient
fault,800D4490,Fault_RemoveAddrConvClient
fault,800D4588,Fault_ConvertAddress
fault,800D463C,Fault_Sleep
fault,800D4678,Fault_PadCallback
fault,800D46B4,Fault_UpdatePadImpl
fault,800D4700,Fault_WaitForInputImpl
fault,800D484C,Fault_WaitForInput
fault,800D4898,Fault_DrawRec
fault,800D48F8,Fault_FillScreenBlack
fault,800D494C,Fault_FillScreenRed
fault,800D49A0,Fault_DrawCornerRec
fault,800D49F4,Fault_PrintFReg
fault,800D4AA0,Fault_LogFReg
fault,800D4B50,Fault_PrintFPCR
fault,800D4BF4,Fault_LogFPCR
fault,800D4C8C,Fault_PrintThreadContext
fault,800D4FA8,Fault_LogThreadContext
fault,800D52A4,Fault_FindFaultedThread
fault,800D532C,Fault_Wait5Seconds
fault,800D53BC,Fault_WaitForButtonCombo
fault,800D5688,Fault_DrawMemDumpPage
fault,800D57F4,Fault_DrawMemDump
fault,800D59F8,Fault_WalkStack
fault,800D5B88,Fault_DrawStackTrace
fault,800D5D08,Fault_LogStackTrace
fault,800D5E78,Fault_ResumeThread
fault,800D5EF4,Fault_CommitFB
fault,800D5FB4,Fault_ProcessClients
fault,800D6094,Fault_UpdatePad
fault,800D60D0,Fault_ThreadEntry
fault,800D6430,Fault_SetFB
fault,800D6484,Fault_Init
fault,800D65B8,Fault_HangupFaultClient
fault,800D66B4,Fault_AddHungupAndCrashImpl
fault,800D670C,Fault_AddHungupAndCrash
fault_drawer,800D6770,FaultDrawer_SetOsSyncPrintfEnabled
fault_drawer,800D6780,FaultDrawer_DrawRecImpl
fault_drawer,800D689C,FaultDrawer_DrawChar
fault_drawer,800D6A0C,FaultDrawer_ColorToPrintColor
fault_drawer,800D6ABC,FaultDrawer_UpdatePrintColor
fault_drawer,800D6B5C,FaultDrawer_SetForeColor
fault_drawer,800D6BA4,FaultDrawer_SetBackColor
fault_drawer,800D6BEC,FaultDrawer_SetFontColor
fault_drawer,800D6C34,FaultDrawer_SetCharPad
fault_drawer,800D6C64,FaultDrawer_SetCursor
fault_drawer,800D6D5C,FaultDrawer_FillScreen
fault_drawer,800D6DEC,FaultDrawer_FormatStringFunc
fault_drawer,800D6FF8,FaultDrawer_VPrintf
fault_drawer,800D7048,FaultDrawer_Printf
fault_drawer,800D7098,FaultDrawer_DrawText
fault_drawer,800D70E8,FaultDrawer_SetDrawerFB
fault_drawer,800D7114,FaultDrawer_SetInputCallback
fault_drawer,800D7124,FaultDrawer_WritebackFBDCache
fault_drawer,800D7180,FaultDrawer_SetDefault
code_800D71F0,800D71F0,func_800D71F0
code_800D71F0,800D7288,D_800D7288
ucode_disas,800D7CD0,UCodeDisas_TranslateAddr
ucode_disas,800D7D04,UCodeDisas_ParseCombineColor
ucode_disas,800D7EA4,UCodeDisas_ParseCombineAlpha
ucode_disas,800D7F5C,UCodeDisas_Init
ucode_disas,800D7FC4,UCodeDisas_Destroy
ucode_disas,800D7FD0,UCodeDisas_SetCurUCodeImpl
ucode_disas,800D805C,UCodeDisas_ParseGeometryMode
ucode_disas,800D8124,UCodeDisas_ParseRenderMode
ucode_disas,800D82A0,UCodeDisas_PrintVertices
ucode_disas,800D8400,UCodeDisas_Disassemble
ucode_disas,800DAC80,UCodeDisas_RegisterUCode
ucode_disas,800DAC90,UCodeDisas_SetCurUCode
code_800DACC0,800DACB0,pad_800DACB0
code_800DACC0,800DACC0,func_800DACC0
code_800DACC0,800DB03C,func_800DB03C
code_800DACC0,800DB0C4,func_800DB0C4
code_800DACC0,800DB2C0,func_800DB2C0
code_800DACC0,800DB330,func_800DB330
code_800DACC0,800DB3D8,func_800DB3D8
code_800DACC0,800DB480,func_800DB480
code_800DACC0,800DB4E4,func_800DB4E4
code_800DACC0,800DB680,func_800DB680
code_800DACC0,800DB828,func_800DB828
code_800DACC0,800DBA40,func_800DBA40
code_800DACC0,800DBAE8,func_800DBAE8
code_800DACC0,800DBB94,func_800DBB94
code_800DACC0,800DBB9C,func_800DBB9C
code_800DACC0,800DBBBC,func_800DBBBC
code_800DACC0,800DBBC4,func_800DBBC4
code_800DACC0,800DBBCC,func_800DBBCC
code_800DACC0,800DBBD4,func_800DBBD4
code_800DACC0,800DBC08,func_800DBC08
code_800DACC0,800DBC10,func_800DBC10
code_800DACC0,800DBC18,func_800DBC18
code_800DACC0,800DBC20,func_800DBC20
code_800DACC0,800DBC54,func_800DBC54
code_800DACC0,800DBC5C,func_800DBC5C
code_800DACC0,800DBC64,func_800DBC64
code_800DACC0,800DBC90,func_800DBC90
code_800DACC0,800DBC98,func_800DBC98
code_800DACC0,800DBCA0,func_800DBCA0
code_800DACC0,800DBCA8,func_800DBCA8
code_800DACC0,800DBCB0,func_800DBCB0
code_800DACC0,800DBCD4,func_800DBCD4
code_800DACC0,800DBD08,func_800DBD08
code_800DACC0,800DBD10,func_800DBD10
code_800DACC0,800DBD38,func_800DBD38
code_800DACC0,800DBD60,func_800DBD60
code_800DACC0,800DBD7C,func_800DBD7C
code_800DACC0,800DBD84,func_800DBD84
code_800DACC0,800DBD8C,func_800DBD8C
code_800DACC0,800DBD94,func_800DBD94
code_800DACC0,800DBDB0,func_800DBDB0
code_800DACC0,800DBDE4,func_800DBDE4
code_800DACC0,800DBE18,func_800DBE18
code_800DACC0,800DBE20,func_800DBE20
code_800DACC0,800DBE28,func_800DBE28
code_800DACC0,800DBE30,func_800DBE30
code_800DACC0,800DBE38,func_800DBE38
code_800DACC0,800DBE5C,func_800DBE5C
code_800DACC0,800DBE64,func_800DBE64
code_800DACC0,800DBE6C,func_800DBE6C
code_800DACC0,800DBE74,func_800DBE74
code_800DACC0,800DBE98,func_800DBE98
code_800DACC0,800DBEB0,func_800DBEB0
code_800DACC0,800DBF5C,func_800DBF5C
code_800DACC0,800DC008,func_800DC008
code_800DACC0,800DC074,func_800DC074
code_800DACC0,800DC0E0,func_800DC0E0
code_800DACC0,800DC124,func_800DC124
code_800DACC0,800DC164,func_800DC164
code_800DACC0,800DC1D8,func_800DC1D8
code_800DACC0,800DC2DC,func_800DC2DC
code_800DACC0,800DC384,func_800DC384
code_800DACC0,800DC910,func_800DC910
code_800DACC0,800DD62C,func_800DD62C
code_800DACC0,800DD6CC,func_800DD6CC
code_800DACC0,800DD9F4,func_800DD9F4
code_800DACC0,800DDB64,func_800DDB64
audio_heap,800DDE20,func_800DDE20
audio_heap,800DDE3C,func_800DDE3C
audio_heap,800DDF80,Audio_ResetLoadStatus
audio_heap,800DE048,Audio_DiscardBank
audio_heap,800DE12C,func_800DE12C
audio_heap,800DE1B4,Audio_DiscardSequence
audio_heap,800DE238,func_800DE238
audio_heap,800DE258,func_800DE258
audio_heap,800DE2B0,func_800DE2B0
audio_heap,800DE308,Audio_AllocDmaMemory
audio_heap,800DE344,Audio_AllocDmaMemoryZeroed
audio_heap,800DE380,Audio_AllocZeroed
audio_heap,800DE3DC,Audio_Alloc
audio_heap,800DE434,Audio_SoundAllocPoolInit
audio_heap,800DE45C,Audio_PersistentPoolClear
audio_heap,800DE470,Audio_TemporaryPoolClear
audio_heap,800DE4A0,func_800DE4A0
audio_heap,800DE4B0,func_800DE4B0
audio_heap,800DE5F0,Audio_InitMainPools
audio_heap,800DE650,Audio_SessionPoolsInit
audio_heap,800DE6D4,Audio_SeqAndBankPoolInit
audio_heap,800DE758,Audio_PersistentPoolsInit
audio_heap,800DE81C,Audio_TemporaryPoolsInit
audio_heap,800DE8E0,Audio_AllocBankOrSeq
audio_heap,800DF074,func_800DF074
audio_heap,800DF0CC,func_800DF0CC
audio_heap,800DF1D8,func_800DF1D8
audio_heap,800DF5AC,func_800DF5AC
audio_heap,800DF5DC,func_800DF5DC
audio_heap,800DF630,func_800DF630
audio_heap,800DF688,func_800DF688
audio_heap,800DF7BC,func_800DF7BC
audio_heap,800DF7C4,func_800DF7C4
audio_heap,800DF888,func_800DF888
audio_heap,800DF8F4,Audio_ResetStep
audio_heap,800DFBF8,func_800DFBF8
audio_heap,800E04E8,func_800E04E8
audio_heap,800E0540,func_800E0540
audio_heap,800E05C4,func_800E05C4
audio_heap,800E0634,func_800E0634
audio_heap,800E06CC,func_800E06CC
audio_heap,800E0964,func_800E0964
audio_heap,800E0AD8,func_800E0AD8
audio_heap,800E0BB4,func_800E0BB4
audio_heap,800E0BF8,func_800E0BF8
audio_heap,800E0C80,func_800E0C80
audio_heap,800E0CBC,func_800E0CBC
audio_heap,800E0E0C,func_800E0E0C
audio_heap,800E0E6C,func_800E0E6C
audio_heap,800E0E90,func_800E0E90
audio_heap,800E0EB4,func_800E0EB4
audio_heap,800E1148,func_800E1148
code_800E11F0,800E11F0,func_800E11F0
code_800E11F0,800E12DC,func_800E12DC
code_800E11F0,800E1618,func_800E1618
code_800E11F0,800E18B0,Audio_IsBankLoadComplete
code_800E11F0,800E1928,Audio_IsSeqLoadComplete
code_800E11F0,800E19A0,func_800E19A0
code_800E11F0,800E1A18,Audio_SetBankLoadStatus
code_800E11F0,800E1A48,Audio_SetSeqLoadStatus
code_800E11F0,800E1A78,func_800E1A78
code_800E11F0,800E1AD8,func_800E1AD8
code_800E11F0,800E1B08,func_800E1B08
code_800E11F0,800E1B68,func_800E1B68
code_800E11F0,800E1C18,func_800E1C18
code_800E11F0,800E1C78,func_800E1C78
code_800E11F0,800E1D64,func_800E1D64
code_800E11F0,800E1E34,func_800E1E34
code_800E11F0,800E1E6C,func_800E1E6C
code_800E11F0,800E1EB0,func_800E1EB0
code_800E11F0,800E1EF4,func_800E1EF4
code_800E11F0,800E1F38,func_800E1F38
code_800E11F0,800E1F7C,func_800E1F7C
code_800E11F0,800E202C,func_800E202C
code_800E11F0,800E20D4,func_800E20D4
code_800E11F0,800E2124,func_800E2124
code_800E11F0,800E217C,func_800E217C
code_800E11F0,800E22C4,func_800E22C4
code_800E11F0,800E2318,func_800E2318
code_800E11F0,800E2338,func_800E2338
code_800E11F0,800E2454,func_800E2454
code_800E11F0,800E2558,func_800E2558
code_800E11F0,800E2768,func_800E2768
code_800E11F0,800E27A4,func_800E27A4
code_800E11F0,800E27F8,func_800E27F8
code_800E11F0,800E283C,func_800E283C
code_800E11F0,800E2AA8,func_800E2AA8
code_800E11F0,800E2BCC,func_800E2BCC
code_800E11F0,800E2BE0,func_800E2BE0
code_800E11F0,800E2CB8,func_800E2CB8
code_800E11F0,800E2CC0,func_800E2CC0
code_800E11F0,800E2CE0,func_800E2CE0
code_800E11F0,800E2FEC,func_800E2FEC
code_800E11F0,800E301C,func_800E301C
code_800E11F0,800E3028,func_800E3028
code_800E11F0,800E3034,func_800E3034
code_800E11F0,800E3094,func_800E3094
code_800E11F0,800E3400,func_800E3400
code_800E11F0,800E3414,func_800E3414
code_800E11F0,800E35E0,func_800E35E0
code_800E11F0,800E3670,func_800E3670
code_800E11F0,800E3678,func_800E3678
code_800E11F0,800E36EC,func_800E36EC
code_800E11F0,800E3874,func_800E3874
code_800E11F0,800E38F8,func_800E38F8
code_800E11F0,800E390C,func_800E390C
code_800E11F0,800E3A14,func_800E3A14
code_800E11F0,800E3A44,func_800E3A44
code_800E11F0,800E3AC8,func_800E3AC8
code_800E11F0,800E3BEC,func_800E3BEC
code_800E11F0,800E3D10,func_800E3D10
code_800E11F0,800E3D1C,func_800E3D1C
code_800E11F0,800E3E58,func_800E3E58
code_800E11F0,800E3FB4,func_800E3FB4
code_800E11F0,800E4044,func_800E4044
code_800E11F0,800E4058,func_800E4058
code_800E11F0,800E4198,func_800E4198
code_800E11F0,800E4590,func_800E4590
code_800E11F0,800E4744,func_800E4744
code_800E11F0,800E478C,func_800E478C
code_800E11F0,800E48C0,func_800E48C0
code_800E11F0,800E4918,func_800E4918
code_800E11F0,800E4D94,func_800E4D94
code_800E11F0,800E4ED4,func_800E4ED4
code_800E11F0,800E4EDC,func_800E4EDC
code_800E11F0,800E4EE4,func_800E4EE4
code_800E11F0,800E4EEC,func_800E4EEC
code_800E11F0,800E4F58,func_800E4F58
code_800E11F0,800E4FB0,func_800E4FB0
code_800E11F0,800E4FE0,func_800E4FE0
code_800E11F0,800E5000,func_800E5000
code_800E11F0,800E5584,func_800E5584
code_800E11F0,800E5958,func_800E5958
code_800E11F0,800E59AC,func_800E59AC
code_800E11F0,800E59F4,func_800E59F4
code_800E11F0,800E5A8C,func_800E5A8C
code_800E11F0,800E5AD8,func_800E5AD8
code_800E11F0,800E5AFC,func_800E5AFC
code_800E11F0,800E5B20,func_800E5B20
code_800E11F0,800E5B50,func_800E5B50
code_800E11F0,800E5B80,func_800E5B80
code_800E11F0,800E5C10,func_800E5C10
code_800E11F0,800E5C28,func_800E5C28
code_800E11F0,800E5D6C,func_800E5D6C
code_800E11F0,800E5E20,func_800E5E20
code_800E11F0,800E5E84,func_800E5E84
code_800E11F0,800E5EA4,func_800E5EA4
code_800E11F0,800E5EDC,func_800E5EDC
code_800E11F0,800E5F34,func_800E5F34
code_800E11F0,800E5F88,func_800E5F88
code_800E11F0,800E6024,func_800E6024
code_800E11F0,800E6070,func_800E6070
code_800E11F0,800E60C4,func_800E60C4
code_800E11F0,800E60EC,func_800E60EC
code_800E11F0,800E611C,func_800E611C
code_800E11F0,800E6128,func_800E6128
code_800E11F0,800E6300,func_800E6300
code_800E11F0,800E64B0,func_800E64B0
code_800E11F0,800E64F8,func_800E64F8
code_800E11F0,800E651C,func_800E651C
code_800E11F0,800E6550,func_800E6550
code_800E11F0,800E6590,func_800E6590
code_800E11F0,800E6680,func_800E6680
code_800E11F0,800E66A0,func_800E66A0
code_800E11F0,800E66C0,func_800E66C0
code_800E11F0,800E67C0,Audio_NextRandom
code_800E11F0,800E6818,func_800E6818
code_800E6840,800E6840,func_800E6840
code_800E6840,800E6880,func_800E6880
osAiSetNextBuffer,800E68C0,osAiSetNextBuffer
audio_playback,800E6940,Audio_NoteSetVelPanReverb
audio_playback,800E6DB8,Audio_NoteSetResamplingRate
audio_playback,800E6E68,Audio_NoteInit
audio_playback,800E6F28,Audio_NoteDisable
audio_playback,800E6F8C,Audio_ProcessNotes
audio_playback,800E745C,Audio_InstrumentGetAudioBankSound
audio_playback,800E7498,Audio_GetInstrumentInner
audio_playback,800E756C,Audio_GetDrum
audio_playback,800E7650,Audio_GetSfx
audio_playback,800E7744,func_800E7744
audio_playback,800E7888,Audio_SeqChanLayerDecayRelease
audio_playback,800E7B60,Audio_SeqChanLayerNoteDecay
audio_playback,800E7B80,Audio_SeqChanLayerNoteRelease
audio_playback,800E7BA0,Audio_BuildSyntheticWave
audio_playback,800E7CA4,Audio_InitSyntheticWave
audio_playback,800E7CFC,Audio_InitNoteList
audio_playback,800E7D0C,Audio_InitNoteLists
audio_playback,800E7D5C,Audio_InitNoteFreeList
audio_playback,800E7E00,Audio_NotePoolClear
audio_playback,800E7F60,Audio_NotePoolFill
audio_playback,800E809C,Audio_AudioListPushFront
audio_playback,800E80DC,Audio_AudioListRemove
audio_playback,800E8108,Audio_PopNodeWithValueLessEqual
audio_playback,800E8188,Audio_NoteInitForLayer
audio_playback,800E82C0,func_800E82C0
audio_playback,800E82F4,Audio_NoteReleaseAndTakeOwnership
audio_playback,800E8320,Audio_AllocNoteFromDisabled
audio_playback,800E836C,Audio_AllocNoteFromDecaying
audio_playback,800E83BC,Audio_AllocNoteFromActive
audio_playback,800E84B4,Audio_AllocNote
audio_playback,800E8788,Audio_NoteInitAll
audio_effects,800E88C0,Audio_SequenceChannelProcessSound
audio_effects,800E8A88,Audio_SequencePlayerProcessSound
audio_effects,800E8BD4,Audio_GetPortamentoFreqScale
audio_effects,800E8C30,Audio_GetVibratoPitchChange
audio_effects,800E8C68,Audio_GetVibratoFreqScale
audio_effects,800E8EA4,Audio_NoteVibratoUpdate
audio_effects,800E8F00,Audio_NoteVibratoInit
audio_effects,800E8FB8,Audio_NotePortamentoInit
audio_effects,800E8FE4,Audio_AdsrInit
audio_effects,800E9004,Audio_AdsrUpdate
audio_seqplayer,800E9340,Audio_GetScriptControlFlowArgument
audio_seqplayer,800E93A8,Audio_HandleScriptFlowControl
audio_seqplayer,800E9584,Audio_SequenceChannelInit
audio_seqplayer,800E96D8,Audio_SeqChannelSetLayer
audio_seqplayer,800E97FC,Audio_SeqChannelLayerDisable
audio_seqplayer,800E9878,Audio_SeqChannelLayerFree
audio_seqplayer,800E98C8,Audio_SequenceChannelDisable
audio_seqplayer,800E9934,Audio_SequencePlayerInitChannels
audio_seqplayer,800E9A2C,Audio_SequencePlayerDisableChannels
audio_seqplayer,800E9AAC,Audio_SequenceChannelEnable
audio_seqplayer,800E9B44,Audio_SequencePlayerDisableAsFinished
audio_seqplayer,800E9B6C,Audio_SequencePlayerDisable
audio_seqplayer,800E9C28,Audio_AudioListPushBack
audio_seqplayer,800E9C68,Audio_AudioListPopBack
audio_seqplayer,800E9CA8,Audio_InitLayerFreelist
audio_seqplayer,800E9D48,Audio_M64ReadU8
audio_seqplayer,800E9D5C,Audio_M64ReadS16
audio_seqplayer,800E9D94,Audio_M64ReadCompressedU16
audio_seqplayer,800E9DD4,Audio_SeqChannelLayerProcessScript
audio_seqplayer,800E9ED8,func_800E9ED8
audio_seqplayer,800E9F64,func_800E9F64
audio_seqplayer,800EA0C0,func_800EA0C0
audio_seqplayer,800EA440,func_800EA440
audio_seqplayer,800EAAE0,func_800EAAE0
audio_seqplayer,800EAEF4,func_800EAEF4
audio_seqplayer,800EAF24,Audio_GetInstrument
audio_seqplayer,800EAF98,Audio_SetInstrument
audio_seqplayer,800EB044,Audio_SequenceChannelSetVolume
audio_seqplayer,800EB068,Audio_SequenceChannelProcessScript
audio_seqplayer,800EBD58,Audio_SequencePlayerProcessSequence
audio_seqplayer,800EC564,Audio_ProcessSequences
audio_seqplayer,800EC618,Audio_ProcessSequence
audio_seqplayer,800EC668,Audio_ResetSequencePlayer
audio_seqplayer,800EC734,func_800EC734
audio_seqplayer,800EC80C,Audio_InitSequencePlayer
audio_seqplayer,800EC8DC,Audio_InitSequencePlayers
code_800EC960,800EC960,func_800EC960
code_800EC960,800ECA00,func_800ECA00
code_800EC960,800ECA60,func_800ECA60
code_800EC960,800ECAF0,func_800ECAF0
code_800EC960,800ECB34,func_800ECB34
code_800EC960,800ECB7C,func_800ECB7C
code_800EC960,800ECC04,func_800ECC04
code_800EC960,800ECDBC,func_800ECDBC
code_800EC960,800ECDF8,func_800ECDF8
code_800EC960,800ED200,func_800ED200
code_800EC960,800ED458,func_800ED458
code_800EC960,800ED848,func_800ED848
code_800EC960,800ED858,func_800ED858
code_800EC960,800ED93C,func_800ED93C
code_800EC960,800EDA3C,func_800EDA3C
code_800EC960,800EDD68,func_800EDD68
code_800EC960,800EE170,func_800EE170
code_800EC960,800EE29C,func_800EE29C
code_800EC960,800EE2D4,func_800EE2D4
code_800EC960,800EE318,func_800EE318
code_800EC960,800EE3C8,func_800EE3C8
code_800EC960,800EE3D4,func_800EE3D4
code_800EC960,800EE3F8,func_800EE3F8
code_800EC960,800EE404,func_800EE404
code_800EC960,800EE57C,func_800EE57C
code_800EC960,800EE5EC,func_800EE5EC
code_800EC960,800EE6F4,func_800EE6F4
code_800EC960,800EE824,func_800EE824
code_800EC960,800EE930,func_800EE930
code_800EC960,800EE97C,func_800EE97C
code_800EC960,800EE9D0,func_800EE9D0
code_800EC960,800EEA50,func_800EEA50
code_800EC960,800F1BDC,func_800F1BDC
code_800EC960,800F2150,func_800F2150
code_800EC960,800F227C,func_800F227C
code_800EC960,800F2464,func_800F2464
code_800EC960,800F27A0,func_800F27A0
code_800EC960,800F28AC,func_800F28AC
code_800EC960,800F28B4,func_800F28B4
code_800EC960,800F29FC,func_800F29FC
code_800EC960,800F2A04,func_800F2A04
code_800EC960,800F2D6C,func_800F2D6C
code_800EC960,800F2E28,func_800F2E28
code_800EC960,800F3054,func_800F3054
code_800EC960,800F3138,func_800F3138
code_800EC960,800F3140,func_800F3140
code_800EC960,800F314C,func_800F314C
code_800EC960,800F3188,func_800F3188
code_800EC960,800F32F0,func_800F32F0
code_800EC960,800F3468,func_800F3468
code_800EC960,800F35EC,func_800F35EC
code_800EC960,800F37B8,func_800F37B8
code_800EC960,800F3990,func_800F3990
code_800EC960,800F3A08,func_800F3A08
code_800EC960,800F3ED4,func_800F3ED4
code_800EC960,800F3F3C,func_800F3F3C
code_800EC960,800F3F84,func_800F3F84
code_800EC960,800F4010,func_800F4010
code_800EC960,800F4138,func_800F4138
code_800EC960,800F4190,func_800F4190
code_800EC960,800F41E0,func_800F41E0
code_800EC960,800F4254,func_800F4254
code_800EC960,800F436C,func_800F436C
code_800EC960,800F4414,func_800F4414
code_800EC960,800F44EC,func_800F44EC
code_800EC960,800F4524,func_800F4524
code_800EC960,800F4578,func_800F4578
code_800EC960,800F45D0,func_800F45D0
code_800EC960,800F4634,func_800F4634
code_800EC960,800F46E0,func_800F46E0
code_800EC960,800F4784,func_800F4784
code_800EC960,800F47BC,func_800F47BC
code_800EC960,800F47FC,func_800F47FC
code_800EC960,800F483C,func_800F483C
code_800EC960,800F4870,func_800F4870
code_800EC960,800F491C,func_800F491C
code_800EC960,800F4A54,func_800F4A54
code_800EC960,800F4A70,func_800F4A70
code_800EC960,800F4B58,func_800F4B58
code_800EC960,800F4BE8,func_800F4BE8
code_800EC960,800F4BF4,func_800F4BF4
code_800EC960,800F4C58,func_800F4C58
code_800EC960,800F4E30,func_800F4E30
code_800EC960,800F50CC,func_800F50CC
code_800EC960,800F50EC,func_800F50EC
code_800EC960,800F510C,func_800F510C
code_800EC960,800F52A0,func_800F52A0
code_800EC960,800F5504,func_800F5504
code_800EC960,800F5510,func_800F5510
code_800EC960,800F5550,func_800F5550
code_800EC960,800F56A8,func_800F56A8
code_800EC960,800F5718,func_800F5718
code_800EC960,800F574C,func_800F574C
code_800EC960,800F5918,func_800F5918
code_800EC960,800F595C,func_800F595C
code_800EC960,800F59E8,func_800F59E8
code_800EC960,800F5A58,func_800F5A58
code_800EC960,800F5ACC,func_800F5ACC
code_800EC960,800F5B58,func_800F5B58
code_800EC960,800F5BF0,func_800F5BF0
code_800EC960,800F5C2C,func_800F5C2C
code_800EC960,800F5C64,func_800F5C64
code_800EC960,800F5CF8,func_800F5CF8
code_800EC960,800F5E18,func_800F5E18
code_800EC960,800F5E90,func_800F5E90
code_800EC960,800F6114,func_800F6114
code_800EC960,800F6268,func_800F6268
code_800EC960,800F64E0,func_800F64E0
code_800EC960,800F6584,func_800F6584
code_800EC960,800F66C0,func_800F66C0
code_800EC960,800F66DC,func_800F66DC
code_800EC960,800F6700,func_800F6700
code_800EC960,800F67A0,func_800F67A0
code_800EC960,800F6828,func_800F6828
code_800EC960,800F68BC,func_800F68BC
code_800EC960,800F68D4,func_800F68D4
code_800EC960,800F691C,func_800F691C
code_800EC960,800F6964,func_800F6964
code_800EC960,800F6AB0,func_800F6AB0
code_800EC960,800F6B3C,func_800F6B3C
code_800EC960,800F6B68,func_800F6B68
